NAME,B01003_001E,B01001_002E,B01001_026E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B03003_001E,B03003_002E,B03003_003E,B19083_001E,B19083_001M,B19301_001E,B19301A_001E,B19301H_001E,B19301I_001E,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,state,county
"Watauga County, North Carolina",54117,27145,26972,50824,900,355,516,78,612,832,219,613,54117,52235,1882,0.5047,0.0157,24906,25796,25952,15515,11398,9602,17110,20160,7623,9718,37,189
"Tyrrell County, North Carolina",4119,2365,1754,2251,1550,35,0,0,204,79,0,79,4119,3856,263,0.4158,0.0330,18682,24402,24787,7756,12496,14689,-666666666,-666666666,8008,6391,37,177
"Traill County, North Dakota",8019,4077,3942,7570,91,116,12,17,101,112,10,102,8019,7732,287,0.4338,0.0425,32712,34019,34508,11590,4504,9866,26783,,10440,16138,38,097
"Dickey County, North Dakota",4970,2450,2520,4808,57,68,22,0,3,12,4,8,4970,4800,170,0.4270,0.0302,32943,32387,32773,21285,33363,82597,15764,-666666666,,11883,38,021
"Ward County, North Dakota",69034,35881,33153,60298,2695,1509,1160,80,936,2356,77,2279,69034,64952,4082,0.4210,0.0163,34382,35611,36239,21652,32392,20035,36017,21786,19413,19962,38,101
"McHenry County, North Dakota",5927,3034,2893,5748,25,62,19,0,12,61,10,51,5927,5792,135,0.4805,0.0629,37626,38440,38913,13499,8512,14697,5195,-666666666,19292,9830,38,049
"Benson County, North Dakota",6886,3529,3357,2829,2,3865,8,0,11,171,14,157,6886,6823,63,0.5207,0.0309,21407,39221,39301,11721,,8591,26625,-666666666,24382,15145,38,005
"Renville County, North Dakota",2495,1258,1237,2401,5,13,20,0,13,43,17,26,2495,2337,158,0.3848,0.0295,33635,34524,36073,,,,10645,-666666666,,12770,38,075
"Burleigh County, North Dakota",93737,47152,46585,85561,1986,3541,618,49,281,1701,47,1654,93737,91542,2195,0.4330,0.0134,37764,39451,39882,18062,18429,17319,42453,11596,19086,20214,38,015
"Oliver County, North Dakota",1837,935,902,1688,18,40,5,0,3,83,0,83,1837,1805,32,0.4072,0.0458,33849,35652,35361,42672,,20108,,-666666666,,14035,38,065
"Ramsey County, North Dakota",11557,5886,5671,9824,61,1210,47,0,28,387,43,344,11557,11254,303,0.4946,0.0409,35059,38610,38897,12146,11487,15680,16326,-666666666,,11725,38,071
"Griggs County, North Dakota",2266,1142,1124,2160,31,34,0,0,6,35,10,25,2266,2260,6,0.4630,0.0397,35069,35325,35325,,,59485,-666666666,-666666666,,,38,039
"Sheridan County, North Dakota",1405,723,682,1379,0,11,0,0,0,15,0,15,1405,1405,0,0.4789,0.0471,32559,33042,33042,-666666666,-666666666,,-666666666,-666666666,-666666666,,38,083
"Wells County, North Dakota",4055,2003,2052,3966,0,6,7,0,29,47,23,24,4055,4003,52,0.4460,0.0418,34602,35082,35082,19435,-666666666,,,-666666666,33997,832,38,103
"Mahoning County, Ohio",231064,112742,118322,184750,34859,698,1972,70,1724,6991,710,6281,231064,217575,13489,0.4736,0.0104,27429,30111,30813,15406,16593,19043,36125,71406,18866,10640,39,099
"Scioto County, Ohio",76377,37604,38773,71975,2152,329,330,0,249,1342,110,1232,76377,75347,1030,0.4926,0.0175,23042,23614,23691,12689,8679,24279,27916,-666666666,6237,17013,39,145
"Meigs County, Ohio",23160,11474,11686,22499,308,41,18,0,12,282,0,282,23160,23041,119,0.4669,0.0320,23897,24152,24209,9611,23156,,,-666666666,,4711,39,105
"Pike County, Ohio",28214,13945,14269,26943,311,109,31,0,156,664,96,568,28214,27912,302,0.4377,0.0184,22301,22470,22521,23358,16702,12957,,-666666666,,22557,39,131
"Hamilton County, Ohio",812037,391728,420309,548291,208770,886,21129,541,8098,24322,1241,23081,812037,786201,25836,0.5021,0.0046,34125,40346,40777,23204,20030,24178,39680,61615,18318,15052,39,061
"Erie County, Ohio",75136,36863,38273,64312,6765,270,443,6,1018,2322,185,2137,75136,71890,3246,0.4559,0.0180,31677,33420,33774,16200,17974,23881,45657,,14456,29074,39,043
"Lawrence County, Ohio",60622,29728,30894,57920,1265,13,327,0,34,1063,18,1045,60622,60046,576,0.4483,0.0284,23692,23962,23923,23208,23273,,37933,-666666666,,5648,39,087
"Tuscarawas County, Ohio",92526,45411,47115,89484,728,245,354,0,165,1550,205,1345,92526,90083,2443,0.4172,0.0112,26034,26367,26579,15196,18063,13957,37068,-666666666,12572,11402,39,157
"Brown County, Ohio",43679,21649,22030,42422,338,74,129,0,132,584,8,576,43679,43259,420,0.4129,0.0176,25637,25941,26016,13213,13299,17924,9338,-666666666,16489,17367,39,015
"Licking County, Ohio",172293,84398,87895,158208,6582,214,2009,18,877,4385,371,4014,172293,169139,3154,0.4296,0.0097,30338,31073,31224,18942,29187,19275,21204,,22896,11831,39,089
"Carroll County, Ohio",27578,13752,13826,26891,187,9,128,0,16,347,0,347,27578,27220,358,0.4420,0.0257,28421,28657,28723,22978,14777,,24079,-666666666,,19856,39,019
"Clermont County, Ohio",203216,100124,103092,193269,2858,312,2538,114,736,3389,222,3167,203216,199394,3822,0.4403,0.0093,32900,33453,33623,20627,23742,44149,28992,8461,19239,14798,39,025
"Highland County, Ohio",43007,21136,21871,41325,782,62,174,0,31,633,19,614,43007,42561,446,0.4428,0.0187,22624,23036,23166,5594,14465,7603,21533,-666666666,,8238,39,071
"Portage County, Ohio",162644,79741,82903,147630,6738,371,3078,28,920,3879,114,3765,162644,159740,2904,0.4495,0.0092,29439,30424,30605,16799,23474,25482,20746,,19357,12146,39,133
"Belmont County, Ohio",68472,34995,33477,63840,2775,153,301,0,307,1096,66,1030,68472,67833,639,0.4448,0.0152,26106,26833,26690,28845,16182,10238,51397,-666666666,14088,7558,39,013
"Perry County, Ohio",35985,18019,17966,34970,149,93,65,8,38,662,119,543,35985,35680,305,0.4149,0.0152,22659,22987,23001,14921,6693,19238,,,,10398,39,127
"Bandera County, Texas",21763,11032,10731,19849,172,296,59,0,191,1196,57,1139,21763,17753,4010,0.4245,0.0241,28539,29766,31192,19111,22224,18851,46710,-666666666,28059,10658,48,019
"Robertson County, Texas",16890,8296,8594,12934,3276,76,52,22,218,312,29,283,16890,13409,3481,0.4437,0.0338,25465,28163,32289,16594,16279,35336,20504,30082,26737,7295,48,395
"Taylor County, Texas",136348,66718,69630,103990,10658,1177,3045,79,13800,3599,1082,2517,136348,103479,32869,0.4571,0.0129,26469,28912,31171,16531,18603,20054,30825,,16575,15925,48,441
"Trinity County, Texas",14569,7011,7558,12608,1318,48,147,0,181,267,64,203,14569,13149,1420,0.4323,0.0234,22265,23644,24520,13292,14581,67248,,-666666666,8529,4838,48,455
"Cochran County, Texas",2904,1491,1413,2623,100,0,0,0,94,87,8,79,2904,1220,1684,0.4662,0.0291,21014,21526,28623,17097,12145,-666666666,-666666666,-666666666,30832,5180,48,079
"Comal County, Texas",135097,66793,68304,122339,2588,294,1403,45,5237,3191,559,2632,135097,98485,36612,0.4408,0.0096,36899,37891,43244,21140,44856,23842,26807,89687,19474,25898,48,091
"Houston County, Texas",22955,12432,10523,15730,5709,70,72,0,784,590,71,519,22955,20444,2511,0.4601,0.0242,18080,20838,22374,7990,12966,,9729,-666666666,8988,9117,48,225
"Potter County, Texas",120899,62295,58604,94415,11905,647,6506,115,3085,4226,698,3528,120899,74994,45905,0.4763,0.0142,22267,24234,31592,14586,13443,19946,18851,13383,19556,11013,48,375
"Scurry County, Texas",17239,9425,7814,15043,837,69,49,0,846,395,153,242,17239,10322,6917,0.4117,0.0205,24508,25873,31399,16523,20177,13314,,-666666666,14114,7224,48,415
"Crane County, Texas",4839,2511,2328,2546,202,6,19,0,2014,52,52,0,4839,1759,3080,0.3891,0.0437,26113,29606,34298,22800,13262,,,-666666666,23434,,48,103
"Stonewall County, Texas",1385,730,655,1253,48,31,0,0,47,6,0,6,1385,1129,256,0.4660,0.0395,28746,30570,33818,10609,14140,,-666666666,-666666666,12174,,48,433
"Brown County, Texas",37834,18774,19060,34631,1464,198,281,0,543,717,137,580,37834,29535,8299,0.4691,0.0252,25145,25827,28200,16654,16863,12149,28417,-666666666,14687,19340,48,049
"Bee County, Texas",32691,19911,12780,28554,2610,213,147,4,522,641,191,450,32691,13539,19152,0.4980,0.0316,17390,18671,25640,14480,4147,17784,53016,,12725,9848,48,025
"McCulloch County, Texas",8098,4260,3838,6768,148,2,16,0,775,389,51,338,8098,5511,2587,0.4429,0.0335,24409,26843,29775,16384,20658,,,-666666666,9731,12184,48,307
"Lee County, Texas",16952,8558,8394,13493,1903,0,182,0,1214,160,63,97,16952,12982,3970,0.4396,0.0292,25876,27814,31054,13965,22228,-666666666,21974,-666666666,12398,12516,48,287
"Ellis County, Texas",168838,83184,85654,137354,16415,1767,1118,64,5689,6431,943,5488,168838,125101,43737,0.4144,0.0179,30727,32734,37066,18066,25823,15822,34309,29073,19571,13745,48,139
"Kerr County, Texas",51365,24886,26479,45906,789,420,481,32,2604,1133,97,1036,51365,37663,13702,0.4609,0.0314,30498,31925,36660,16147,10905,29993,15719,,18977,19799,48,265
"Falls County, Texas",17299,8189,9110,12489,4212,71,73,7,273,174,20,154,17299,13312,3987,0.4635,0.0234,17830,20321,24090,11077,11204,11080,27866,,14246,2423,48,145
"Montgomery County, Iowa",10155,4869,5286,9654,0,50,0,0,160,291,9,282,10155,9771,384,0.4644,0.0537,28780,29735,29951,11889,-666666666,12120,-666666666,-666666666,13998,8085,19,137
"Mahaska County, Iowa",22208,11252,10956,21129,347,58,308,15,82,269,20,249,22208,21733,475,0.4465,0.0273,27061,27782,27881,24027,6144,22947,18989,,38668,5245,19,123
"Buchanan County, Iowa",21125,10451,10674,20574,22,72,123,0,6,328,41,287,21125,20804,321,0.4570,0.0402,31495,32044,32175,23929,5205,24378,2962,-666666666,,11553,19,019
"Decatur County, Iowa",8044,4017,4027,7631,127,30,58,38,37,123,0,123,8044,7817,227,0.4448,0.0258,22037,22651,22982,6803,12398,9083,14753,4442,9341,9724,19,053
"Jackson County, Kansas",13318,6642,6676,11518,86,966,79,18,56,595,61,534,13318,12718,600,0.4057,0.0287,27950,29543,29842,16637,21285,18077,29635,26611,33095,13453,20,085
"Logan County, Kansas",2810,1398,1412,2690,1,21,0,6,8,84,5,79,2810,2647,163,0.4468,0.0513,27883,28461,29618,9439,,37071,-666666666,,,8562,20,109
"Wyandotte County, Kansas",164345,81294,83051,98246,37018,739,7164,368,13458,7352,1396,5956,164345,117607,46738,0.4273,0.0083,21298,23982,27790,14998,19490,20600,14532,11015,14792,13610,20,209
"Clay County, Kansas",8142,4078,4064,7875,45,54,54,0,0,114,0,114,8142,7941,201,0.4855,0.0551,32110,32382,32656,21921,,33504,18387,-666666666,-666666666,31857,20,027
"Saline County, Kansas",54977,27375,27602,48040,1543,261,1243,0,1704,2186,372,1814,54977,48899,6078,0.4377,0.0185,27737,28983,30189,17050,25702,19636,25157,-666666666,21287,9256,20,169
"Wabaunsee County, Kansas",6888,3497,3391,6613,32,37,51,0,18,137,0,137,6888,6641,247,0.3779,0.0246,28104,28655,29113,16875,17519,15597,16524,-666666666,,15135,20,197
"Mitchell County, Kansas",6222,3163,3059,6030,51,11,14,0,8,108,0,108,6222,6075,147,0.4336,0.0366,24732,25341,25630,7775,,,43214,-666666666,,2712,20,123
"Atchison County, Kansas",16363,7949,8414,14785,378,77,71,10,26,1016,47,969,16363,15876,487,0.4500,0.0393,24224,25540,25612,16841,21472,11583,12672,,4942,8502,20,005
"Finney County, Kansas",36957,18940,18017,29720,948,158,1491,0,3386,1254,192,1062,36957,18671,18286,0.4041,0.0247,23637,25198,32852,16873,21963,25699,16596,-666666666,18512,9863,20,055
"Leavenworth County, Kansas",80042,42933,37109,66240,7008,458,1110,40,1349,3837,256,3581,80042,74544,5498,0.4242,0.0263,31639,33897,34479,19282,23839,17166,26209,,20319,13593,20,103
"Stanton County, Kansas",2063,1055,1008,1918,1,6,0,0,48,90,19,71,2063,1319,744,0.4236,0.0435,23542,24455,29164,14795,,47467,-666666666,-666666666,13438,8033,20,187
"Meade County, Kansas",4261,2129,2132,3660,26,0,50,3,432,90,9,81,4261,3476,785,0.4174,0.0283,27273,27822,29401,18332,34265,-666666666,26058,,22986,24287,20,119
"Pratt County, Kansas",9582,4785,4797,8975,225,142,11,0,8,221,10,211,9582,8894,688,0.4197,0.0246,27050,28278,29184,13068,6235,14654,,-666666666,,8462,20,151
"Anderson County, Kansas",7852,3932,3920,7567,45,166,1,0,0,73,37,36,7852,7710,142,0.4181,0.0308,23210,23913,24113,7179,15396,2251,,-666666666,-666666666,2766,20,003
"Geary County, Kansas",34895,18540,16355,23881,6334,432,1085,318,681,2164,137,2027,34895,29324,5571,0.3761,0.0159,22797,24760,25745,17820,20733,21446,19242,18616,20326,10626,20,061
"Ford County, Kansas",34484,17896,16588,30815,697,157,514,18,1408,875,301,574,34484,15675,18809,0.4230,0.0186,23348,23922,34806,15317,21598,19705,27160,,14822,17006,20,057
"Marshall County, Kansas",9798,4924,4874,9494,50,24,52,23,20,135,15,120,9798,9559,239,0.4143,0.0238,27167,27437,27626,18334,41826,,30069,,,8131,20,117
"Cheyenne County, Kansas",2677,1320,1357,2540,0,0,1,0,120,16,2,14,2677,2503,174,0.4289,0.0300,28467,29200,29444,16998,-666666666,-666666666,,-666666666,14990,,20,023
"Cowley County, Kansas",35591,17915,17676,31224,1126,639,570,42,513,1477,97,1380,35591,31755,3836,0.4256,0.0144,23778,24588,25778,14023,15601,24059,30540,17571,20726,11399,20,035
"Franklin County, Kansas",25563,12567,12996,23768,271,143,73,4,497,807,48,759,25563,24501,1062,0.4014,0.0282,26757,27744,28091,11487,19159,27026,35579,,10391,9514,20,059
"Jewell County, Kansas",2916,1482,1434,2840,18,15,0,4,10,29,0,29,2916,2848,68,0.4943,0.0550,26908,27173,27493,13359,,12493,-666666666,,,16269,20,089
"Rice County, Kansas",9762,4844,4918,8931,183,72,88,35,269,184,23,161,9762,8661,1101,0.4036,0.0175,23971,24790,25912,14019,14515,,9144,14291,20778,13692,20,159
"Chase County, Kansas",2645,1340,1305,2516,46,13,0,0,18,52,0,52,2645,2523,122,0.4360,0.0464,25105,25613,26191,12516,4952,,-666666666,-666666666,,2577,20,017
"Wichita County, Kansas",2143,1019,1124,1931,19,28,19,0,119,27,0,27,2143,1518,625,0.4020,0.0363,29762,30805,35652,15992,,15414,,-666666666,14914,40837,20,203
"Norton County, Kansas",5486,3036,2450,5067,148,46,32,0,27,166,66,100,5486,5204,282,0.4647,0.1031,26953,28720,29488,6213,6813,5070,,-666666666,9019,3292,20,137
"Barton County, Kansas",26791,13362,13429,25104,453,293,55,70,252,564,22,542,26791,22856,3935,0.4445,0.0221,27133,27791,29775,15558,10338,37888,20407,14104,19685,11345,20,009
"Edwards County, Kansas",2925,1494,1431,2792,17,0,11,0,48,57,2,55,2925,2330,595,0.3987,0.0250,27309,27705,30083,18734,11429,-666666666,,-666666666,28979,10395,20,047
"Rush County, Kansas",3102,1521,1581,2977,5,9,19,0,12,80,0,80,3102,3019,83,0.4307,0.0220,25590,26176,26073,27734,,,,-666666666,,8410,20,165
"Marion County, Kansas",12032,5971,6061,11535,59,12,30,0,41,355,13,342,12032,11602,430,0.4183,0.0313,25756,26242,26682,11801,11193,15433,11487,-666666666,2678,16608,20,115
"Ottawa County, Kansas",5902,3043,2859,5682,53,34,31,0,0,102,16,86,5902,5739,163,0.4134,0.0426,27610,27313,27402,58935,,,,-666666666,-666666666,9996,20,143
"Barber County, Kansas",4733,2356,2377,4518,28,49,31,0,5,102,0,102,4733,4542,191,0.4706,0.0430,28984,29620,30186,17087,9771,,20913,-666666666,49680,15743,20,007
"Dickinson County, Kansas",19004,9555,9449,17995,256,167,85,0,70,431,89,342,19004,18128,876,0.4447,0.0287,26201,26769,27222,16696,14409,24072,11828,-666666666,20971,14011,20,041
"Trimble County, Kentucky",8637,4238,4399,8323,0,26,6,45,87,150,7,143,8637,8381,256,0.4569,0.0411,26089,26197,26434,11164,-666666666,,,,,18267,21,223
"Hickman County, Kentucky",4568,2133,2435,3983,431,12,26,0,13,103,21,82,4568,4515,53,0.4824,0.0703,24432,26202,26314,,13758,,,-666666666,,5084,21,105
"Nelson County, Kentucky",45388,22492,22896,41391,2252,51,275,0,534,885,95,790,45388,44435,953,0.4828,0.0649,31387,30554,30714,6417,60030,21202,31061,-666666666,3663,14873,21,179
"Grant County, Kentucky",24915,12318,12597,23619,190,28,39,0,612,427,11,416,24915,24242,673,0.4178,0.0195,22073,22769,22864,15371,6888,,,-666666666,10374,9915,21,081
"Logan County, Kentucky",26849,13154,13695,24349,1668,20,68,2,137,605,57,548,26849,26096,753,0.4440,0.0328,23177,23932,24316,10704,19053,,7815,,23459,6660,21,141
"Pendleton County, Kentucky",14520,7360,7160,14120,116,8,81,45,11,139,0,139,14520,14331,189,0.4022,0.0241,22620,22951,23121,3995,2603,,31746,,,9204,21,191
"Spencer County, Kentucky",18246,9277,8969,17579,220,39,135,0,24,249,0,249,18246,17871,375,0.3887,0.0277,33568,33590,33584,33371,46909,,63221,-666666666,,7842,21,215
"Bath County, Kentucky",12268,6096,6172,11773,141,14,61,0,75,204,24,180,12268,12073,195,0.4579,0.0477,21175,21286,21376,28375,13404,,24592,-666666666,,5772,21,011
"Boyle County, Kentucky",29913,14903,15010,26374,2114,85,262,0,213,865,52,813,29913,28926,987,0.4731,0.0191,24933,26172,26622,9629,18622,13893,3716,-666666666,6347,14662,21,021
"Harlan County, Kentucky",27134,13132,14002,25899,699,21,110,0,101,304,56,248,27134,26887,247,0.4803,0.0181,15834,15996,16050,3663,13599,11533,19354,-666666666,,8742,21,095
"Lincoln County, Kentucky",24458,11981,12477,23147,500,4,4,8,134,661,185,476,24458,24069,389,0.4369,0.0196,20212,20324,20352,10906,33395,,,,22376,6144,21,137
"Monroe County, Kentucky",10634,5370,5264,10192,299,15,0,7,56,65,4,61,10634,10303,331,0.5282,0.0357,23025,23421,23761,10159,16626,,-666666666,,11098,6717,21,171
"Union County, Kentucky",14802,7597,7205,12333,1913,5,82,0,47,422,33,389,14802,14518,284,0.4204,0.0202,22027,24582,24738,11436,10641,,,-666666666,18919,3533,21,225
"Calloway County, Kentucky",38776,18818,19958,35338,1326,112,582,50,198,1170,92,1078,38776,37740,1036,0.4863,0.0203,22489,23328,23568,9482,18160,10140,21568,,15527,3465,21,035
"Daviess County, Kentucky",99937,48742,51195,90493,4283,164,1466,262,489,2780,120,2660,99937,96928,3009,0.4650,0.0160,27462,28513,28938,11544,20756,16630,33454,10445,8676,5958,21,059
"Pulaski County, Kentucky",64145,31517,32628,61682,653,205,497,0,330,778,45,733,64145,62553,1592,0.4918,0.0176,22342,22490,22665,16523,22765,25892,16100,-666666666,21341,13687,21,199
"Henderson County, Kentucky",46137,22328,23809,40608,3384,79,191,5,553,1317,89,1228,46137,44985,1152,0.4620,0.0259,25376,26691,27061,9191,19926,13718,20258,,12570,5495,21,101
"Knott County, Kentucky",15513,7693,7820,15183,95,5,8,13,17,192,29,163,15513,15361,152,0.4677,0.0221,18201,18384,18513,3067,16046,,,,,6950,21,119
"Muhlenberg County, Kentucky",31081,15286,15795,28825,1538,68,173,14,60,403,131,272,31081,30616,465,0.4299,0.0186,21521,22234,22271,18028,12564,16341,6862,,,6184,21,177
"Adair County, Kentucky",19241,9525,9716,18201,631,44,66,0,93,206,21,185,19241,18878,363,0.4696,0.0366,20166,20421,20530,11734,18963,,17747,-666666666,3953,7643,21,001
"Cumberland County, Kentucky",6713,3289,3424,6249,262,0,24,0,105,73,18,55,6713,6654,59,0.4672,0.0309,17926,18286,18407,,14349,-666666666,,-666666666,19866,1562,21,057
"Lee County, Kentucky",6751,3501,3250,6532,57,20,42,0,0,100,0,100,6751,6711,40,0.5154,0.0568,17179,17686,17546,,4458,1575,,-666666666,-666666666,1061,21,129
"Lewis County, Kentucky",13490,6714,6776,13196,62,146,14,0,0,72,0,72,13490,13490,0,0.5111,0.0384,20059,20387,20387,-666666666,16195,2337,,-666666666,-666666666,2907,21,135
"Woodford County, Kentucky",26097,12564,13533,23658,1166,0,86,0,536,651,69,582,26097,24344,1753,0.4313,0.0183,31259,32640,33358,15724,24876,-666666666,36397,-666666666,9489,9775,21,239
"Jessamine County, Kentucky",52422,25479,26943,47834,2121,209,751,16,467,1024,105,919,52422,50663,1759,0.4942,0.0237,30215,31625,32097,13052,14127,14985,26896,,14478,10822,21,113
"Letcher County, Kentucky",22676,11087,11589,22208,88,47,57,0,37,239,53,186,22676,22501,175,0.4967,0.0241,18811,18724,18700,20373,8876,19226,45391,-666666666,33524,21849,21,133
"McCracken County, Kentucky",65284,31193,34091,55642,7148,195,482,55,306,1456,81,1375,65284,63690,1594,0.5310,0.0296,31850,34319,34289,32126,18261,12030,13260,,24496,15129,21,145
"Whitley County, Kentucky",36089,17668,18421,34925,360,68,110,20,156,450,31,419,36089,35647,442,0.4930,0.0373,19145,19458,19562,5199,5938,19107,27515,,,9485,21,235
"Floyd County, Kentucky",36926,18070,18856,36050,399,4,116,0,35,322,37,285,36926,36631,295,0.5007,0.0305,18462,18354,18386,8099,9094,,120214,-666666666,,7337,21,071
"McCreary County, Kentucky",17635,9613,8022,15951,997,140,125,11,93,318,165,153,17635,17197,438,0.5039,0.0388,12903,13258,13314,17855,6382,13600,,,,18679,21,147
"Metcalfe County, Kentucky",10004,4923,5081,9636,110,4,32,0,0,222,0,222,10004,9874,130,0.4517,0.0235,19436,19832,19898,14998,9393,,13047,-666666666,-666666666,8058,21,169
