NAME,B01003_001E,B01001_002E,B01001_026E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B03003_002E,B03003_003E,B19083_001E,B19301_001E,B19301A_001E,B19301H_001E,B19301I_001E,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,state,county
"Buffalo County, Wisconsin",13374,6787,6587,13015,51,44,3,0,132,129,19,110,13117,257,0.4121,25207,25489,25576,15244,16825,14586,,-666666666,14734,14236,55,011
"Burnett County, Wisconsin",15387,7845,7542,14105,87,783,60,4,43,305,13,292,15165,222,0.4240,23542,24475,24622,9778,10479,14442,12752,,18565,10326,55,013
"Calumet County, Wisconsin",49502,24873,24629,46918,302,268,1131,0,329,554,60,494,47665,1837,0.3751,29406,30040,30538,11503,10334,39073,14892,-666666666,7246,24196,55,015
"Chippewa County, Wisconsin",63051,32666,30385,60064,882,187,790,3,153,972,48,924,62179,872,0.4004,25097,25634,25826,8825,10857,15119,13559,,10462,18505,55,017
"Clark County, Wisconsin",34575,17513,17062,33642,139,156,115,0,166,357,49,308,33212,1363,0.4184,21005,21021,21349,11776,17465,14863,75157,-666666666,15493,8753,55,019
"Columbia County, Wisconsin",56659,28833,27826,54261,876,282,276,18,229,717,70,647,55106,1553,0.3945,28655,29289,29562,14344,4081,34428,23043,44144,20848,12688,55,021
"Crawford County, Wisconsin",16525,8515,8010,16106,260,35,32,0,23,69,13,56,16355,170,0.4150,22801,23199,23243,10656,4586,19294,12569,-666666666,11452,8803,55,023
"Dane County, Wisconsin",502984,249102,253882,427117,25851,1162,26220,99,8812,13723,1521,12202,472322,30662,0.4434,33895,36494,37444,15510,16352,29875,26238,11618,15480,13000,55,025
"Dodge County, Wisconsin",88589,46421,42168,83652,2409,235,455,0,564,1274,160,1114,84805,3784,0.3879,24864,25812,26333,11255,5663,17480,12152,-666666666,11037,10927,55,027
"Door County, Wisconsin",27789,13710,14079,26818,128,208,132,0,158,345,30,315,27062,727,0.4387,30216,30820,31038,13391,7852,30387,14408,-666666666,7747,7850,55,029
"Douglas County, Wisconsin",43901,21841,22060,40817,509,826,485,2,102,1160,34,1126,43344,557,0.4187,24821,25697,25719,16742,7608,18664,9731,,13423,13249,55,031
"Dunn County, Wisconsin",44045,22212,21833,41690,243,186,1079,0,85,762,26,736,43343,702,0.4096,23324,23835,23996,11828,9372,15531,14812,-666666666,14429,14800,55,033
"Eau Claire County, Wisconsin",100607,49425,51182,93700,714,424,3149,115,319,2186,49,2137,98519,2088,0.4469,25808,26706,27009,11047,10605,13235,18910,14496,8139,7845,55,035
"Florence County, Wisconsin",4473,2340,2133,4301,8,50,2,0,9,103,11,92,4433,40,0.3971,24690,25339,25267,25718,,17014,,-666666666,,4339,55,037
"Fond du Lac County, Wisconsin",101709,49876,51833,95345,1211,445,1249,11,1754,1694,103,1591,97044,4665,0.4018,27158,27971,28281,14518,8911,29098,27159,39091,13610,7869,55,039
"Forest County, Wisconsin",9198,4680,4518,7591,95,1258,7,0,9,238,0,238,9031,167,0.4095,20890,22207,22405,9960,9943,16539,28557,-666666666,,6811,55,041
"Grant County, Wisconsin",51272,26628,24644,49618,675,78,292,19,149,441,13,428,50601,671,0.4055,22343,22732,22826,11507,5615,10687,19101,19642,16635,10527,55,043
"Green County, Wisconsin",36971,18318,18653,36028,93,36,179,0,134,501,13,488,35914,1057,0.4097,27575,27925,28333,13416,9873,19722,23697,-666666666,21176,9297,55,045
"Green Lake County, Wisconsin",19001,9512,9489,18224,93,68,70,7,356,183,4,179,18178,823,0.4194,25486,26060,26475,8645,17186,17804,11371,,7193,17104,55,047
"Iowa County, Wisconsin",23754,11881,11873,23063,84,54,139,0,176,238,13,225,23374,380,0.4046,27052,27397,27485,14214,11286,20022,19102,-666666666,11607,16847,55,049
"Iron County, Wisconsin",5927,2962,2965,5759,41,27,2,0,24,74,12,62,5881,46,0.4328,25053,25489,25534,7830,2000,28563,,-666666666,,10323,55,051
"Jackson County, Wisconsin",20543,11003,9540,18244,446,1102,89,0,138,524,21,503,19937,606,0.4071,22169,23385,23612,11282,2105,18497,16173,-666666666,16025,7267,55,053
"Jefferson County, Wisconsin",84201,41940,42261,79693,631,102,610,0,1591,1574,264,1310,78478,5723,0.3951,26349,27055,27718,12775,10735,46989,17396,-666666666,12817,12674,55,055
"Juneau County, Wisconsin",26607,14019,12588,25115,575,426,88,7,114,282,26,256,25864,743,0.4114,22439,22976,23107,16561,10255,15073,23910,,13779,10376,55,057
"Kenosha County, Wisconsin",167268,82692,84576,146220,11947,584,2381,32,2256,3848,709,3139,146820,20448,0.4340,26560,28008,29864,13969,14944,18017,34200,225,18313,9226,55,059
"Kewaunee County, Wisconsin",20545,10435,10110,19945,80,141,78,0,118,183,21,162,20066,479,0.4038,25651,26080,26271,10066,24319,9144,24079,-666666666,4780,6420,55,061
"La Crosse County, Wisconsin",116470,57140,59330,106647,1700,470,5104,55,619,1875,143,1732,114568,1902,0.4313,26719,27832,27895,15809,13535,15697,16496,,14221,9822,55,063
"Lafayette County, Wisconsin",16847,8500,8347,16302,54,64,27,0,284,116,0,116,16270,577,0.3960,24370,24480,24758,17115,8685,10911,27578,-666666666,25997,18925,55,065
"Langlade County, Wisconsin",19706,9930,9776,18866,118,162,80,18,187,275,6,269,19339,367,0.4308,23081,23324,23441,4774,6786,10287,87993,,4873,13933,55,067
"Lincoln County, Wisconsin",28566,14400,14166,27626,229,107,156,0,104,344,19,325,28189,377,0.4019,25371,25504,25641,8405,3993,15969,84844,-666666666,9995,9517,55,069
"Manitowoc County, Wisconsin",80805,40178,40627,76311,441,512,1961,34,656,890,43,847,78126,2679,0.4069,26085,26974,27368,10473,8232,14648,13269,,7216,7274,55,071
"Marathon County, Wisconsin",134886,67799,67087,123623,912,344,7188,11,364,2444,105,2339,131627,3259,0.4307,27723,28843,29224,10489,10167,20638,18179,,17304,8323,55,073
"Marinette County, Wisconsin",41488,20745,20743,40151,120,174,230,5,227,581,9,572,40896,592,0.4235,23751,23738,23798,13576,6970,15713,78787,,9230,14531,55,075
"Marquette County, Wisconsin",15224,7724,7500,14706,69,31,71,3,152,192,6,186,14793,431,0.4005,23914,24304,24579,11611,5694,32955,22979,,13466,7727,55,077
"Menominee County, Wisconsin",4382,2149,2233,566,15,3658,86,0,7,50,2,48,4154,228,0.4479,15201,27654,28749,4000,14900,13289,6472,-666666666,,29630,55,078
"Milwaukee County, Wisconsin",953401,460337,493064,591716,251235,5389,34374,221,39015,31451,5078,26373,821928,131473,0.4695,24622,30725,33284,13440,14527,17930,21291,10861,12380,10529,55,079
"Monroe County, Wisconsin",45116,22861,22255,42556,561,448,316,0,406,829,148,681,43370,1746,0.3911,23406,23880,24056,14502,24105,17781,15052,-666666666,12175,10300,55,081
"Oconto County, Wisconsin",37483,19146,18337,36125,95,423,137,0,274,429,55,374,36895,588,0.4050,26230,26353,26483,12462,12396,22964,79609,-666666666,17875,10515,55,083
"Oneida County, Wisconsin",35754,18053,17701,34550,229,418,238,34,53,232,34,198,35304,450,0.4300,26352,26809,26981,11050,6750,11879,13582,,25687,18080,55,085
"Outagamie County, Wisconsin",179139,89355,89784,162930,1891,2753,5378,22,2652,3513,364,3149,172273,6866,0.4048,28441,29684,29929,15519,19219,17602,16727,,11871,14706,55,087
"Ozaukee County, Wisconsin",86930,42539,44391,82399,1129,314,1737,14,315,1022,82,940,84748,2182,0.4738,42537,42596,43106,18793,42841,30439,57268,,23536,22099,55,089
"Pepin County, Wisconsin",7390,3730,3660,7247,28,13,12,0,30,60,4,56,7299,91,0.4119,24945,25047,25230,8293,10482,,20842,-666666666,20943,18310,55,091
"Pierce County, Wisconsin",40859,20265,20594,39473,234,207,454,11,89,391,37,354,40157,702,0.4209,28559,29023,29231,14622,19977,19530,12765,,27335,11043,55,093
"Polk County, Wisconsin",43698,21981,21717,42126,161,407,223,0,320,461,39,422,42992,706,0.4151,26356,26834,26869,16611,7530,22463,10046,-666666666,14767,8675,55,095
"Portage County, Wisconsin",70337,35100,35237,66246,469,490,1924,5,320,883,89,794,68337,2000,0.4191,25462,26106,26406,11499,26733,40927,8807,,14518,8011,55,097
"Price County, Wisconsin",13888,6992,6896,13469,12,51,90,54,8,204,12,192,13698,190,0.3975,24535,24921,25102,10118,13750,11133,14907,16706,11750,9863,55,099
"Racine County, Wisconsin",195039,96544,98495,157494,21375,909,2328,48,7410,5475,1207,4268,171552,23487,0.4308,27732,30852,32301,14557,14080,23418,33366,20671,14179,8000,55,101
"Richland County, Wisconsin",17842,9002,8840,17167,159,51,67,10,192,196,18,178,17442,400,0.4278,23691,24238,24266,10933,5023,6908,20807,,10160,9772,55,103
"Rock County, Wisconsin",160465,78798,81667,144870,5640,307,1770,38,1811,6029,295,5734,147780,12685,0.4118,24715,25961,26989,12102,12877,16486,19523,16905,14920,10778,55,105
"Rusk County, Wisconsin",14468,7260,7208,14054,104,51,56,1,46,156,24,132,14262,206,0.4176,21475,21808,21915,10202,7029,7425,14900,,9050,11283,55,107
"St. Croix County, Wisconsin",85442,42607,42835,82084,627,571,835,0,133,1192,168,1024,83621,1821,0.4071,33035,33621,33911,12930,16464,10653,39351,-666666666,15520,9646,55,109
"Sauk County, Wisconsin",62681,31223,31458,59171,330,748,462,2,946,1022,337,685,59801,2880,0.4061,25709,26496,26615,16390,12345,14519,18824,,12209,8261,55,111
"Sawyer County, Wisconsin",16516,8353,8163,12968,119,2828,61,6,100,434,17,417,16199,317,0.4452,24423,27365,27480,9002,6328,13843,21341,,3983,15901,55,113
"Shawano County, Wisconsin",41697,20866,20831,37193,147,3115,188,32,211,811,63,748,40700,997,0.4092,23843,24869,25143,9475,10250,15838,19121,31281,13723,13397,55,115
"Sheboygan County, Wisconsin",115168,57910,57258,104283,1720,319,5547,23,1204,2072,296,1776,108556,6612,0.4036,26580,28107,28923,10636,7198,23182,14023,,8986,9612,55,117
"Taylor County, Wisconsin",20596,10535,10061,20246,79,64,30,0,18,159,5,154,20255,341,0.4236,23742,23846,24001,11701,37890,12439,23787,-666666666,12661,9286,55,119
"Trempealeau County, Wisconsin",29274,14773,14501,27707,125,44,155,0,911,332,151,181,27450,1824,0.4179,25490,26231,26640,11686,4945,31882,19845,-666666666,12392,9096,55,121
"Vernon County, Wisconsin",30124,15016,15108,29338,118,32,121,38,188,289,33,256,29676,448,0.4349,23968,24297,24380,11011,5737,13153,22412,,9873,11501,55,123
"Vilas County, Wisconsin",21368,10762,10606,18531,102,2074,102,0,52,507,12,495,21027,341,0.4379,26016,28139,28257,13765,15861,11224,31608,-666666666,14923,11007,55,125
"Walworth County, Wisconsin",102920,51459,51461,96486,1004,195,858,82,2629,1666,396,1270,91900,11020,0.4303,27321,28069,29384,13123,14943,17565,27584,15535,12970,15664,55,127
"Washburn County, Wisconsin",15785,7827,7958,15111,73,281,83,2,52,183,8,175,15544,241,0.4401,25313,25738,25837,10627,9808,19025,19830,,18773,10588,55,129
"Washington County, Wisconsin",132526,65697,66829,127150,1392,150,1483,6,578,1767,298,1469,128804,3722,0.3990,33173,33703,34133,14258,22661,40659,27221,,17654,12834,55,131
"Waukesha County, Wisconsin",392511,192752,199759,365554,5121,615,10972,92,3915,6242,677,5565,375286,17225,0.4248,38151,38884,39447,20888,18975,26725,43558,27314,15861,16685,55,133
"Waupaca County, Wisconsin",52212,26428,25784,50687,347,313,230,8,218,409,71,338,50779,1433,0.4063,26816,27232,27479,14149,15624,14695,9654,,14145,10953,55,135
"Waushara County, Wisconsin",24409,12824,11585,23035,464,119,89,0,400,302,44,258,22934,1475,0.4125,23195,24061,24581,10479,4331,21570,24142,-666666666,5901,9399,55,137
"Winnebago County, Wisconsin",168413,84655,83758,156006,3077,994,3843,47,1333,3113,343,2770,162220,6193,0.4317,27295,28361,28691,14969,6996,17287,24817,16500,13729,6159,55,139
"Wood County, Wisconsin",74261,36655,37606,70690,364,610,1483,0,373,741,125,616,72419,1842,0.4159,26302,26630,26829,15082,17254,19957,26463,-666666666,10929,12109,55,141
"Albany County, Wyoming",37220,19476,17744,33374,520,155,1156,13,1001,1001,206,795,33841,3379,0.4896,24401,25605,26063,17950,7641,12054,14962,,16760,13720,56,001
"Big Horn County, Wyoming",11827,5927,5900,11094,6,257,63,14,175,218,46,172,10793,1034,0.3926,24960,25548,26243,14794,22450,15226,17005,6964,23796,11006,56,003
"Campbell County, Wyoming",47448,24748,22700,44254,371,673,289,16,1032,813,230,583,43646,3802,0.3763,34342,34990,35991,19717,27322,18593,49681,,28559,16743,56,005
"Carbon County, Wyoming",15795,8562,7233,14469,168,93,132,20,380,533,53,480,13083,2712,0.3799,26673,27734,28969,19558,12815,12448,4872,,28689,8866,56,007
"Converse County, Wyoming",13991,7091,6900,13250,40,169,67,5,220,240,20,220,13000,991,0.4055,30380,31242,31802,18257,6843,12666,44243,,10323,13494,56,009
"Crook County, Wyoming",7155,3695,3460,7097,4,20,5,0,16,13,7,6,6979,176,0.3999,31183,31271,30783,50154,,13815,,-666666666,37181,,56,011
"Fremont County, Wyoming",40739,20314,20425,30137,182,8523,269,26,368,1234,205,1029,38175,2564,0.4081,24431,27840,28479,16256,22585,13787,28050,37492,19869,15245,56,013
"Goshen County, Wyoming",13555,7190,6365,12620,48,44,10,6,501,326,25,301,12159,1396,0.4157,24900,24305,24610,28435,51965,13582,10480,,44362,16481,56,015
"Hot Springs County, Wyoming",4826,2364,2462,4661,12,90,14,1,17,31,0,31,4682,144,0.4223,27548,27987,28646,6995,,12046,,,25841,18545,56,017
"Johnson County, Wyoming",8599,4446,4153,8147,1,0,95,0,162,194,4,190,8250,349,0.3848,28062,28264,28846,29028,,-666666666,,-666666666,55806,6351,56,019
"Laramie County, Wyoming",94412,47194,47218,82486,2730,863,1061,24,4210,3038,645,2393,81434,12978,0.4064,29375,31130,32174,18043,22323,10882,21272,7367,16282,14470,56,021
"Lincoln County, Wyoming",18180,9301,8879,17548,22,59,82,16,113,340,36,304,17397,783,0.3738,28077,28613,29112,14333,22695,9039,5856,,6956,14492,56,023
"Natrona County, Wyoming",78667,39848,38819,72701,824,960,708,3,1028,2443,306,2137,72673,5994,0.4240,30265,31259,32068,17141,17011,19781,28135,,25199,12054,56,025
"Niobrara County, Wyoming",2492,1170,1322,2341,6,10,18,0,17,100,0,100,2423,69,0.4841,25867,25946,26200,33077,,6290,30250,-666666666,96618,13798,56,027
"Park County, Wyoming",28735,14162,14573,27209,203,255,163,2,416,487,36,451,27181,1554,0.3795,28870,29533,30073,18393,9985,28735,19169,,11467,17972,56,029
"Platte County, Wyoming",8730,4468,4262,8297,2,30,21,0,213,167,73,94,8085,645,0.4138,25302,25858,26391,12987,,1513,9410,-666666666,20051,10922,56,031
"Sheridan County, Wyoming",29578,14573,15005,27655,230,436,235,17,513,492,141,351,28374,1204,0.4121,29656,30623,30789,18193,11236,13568,18154,,19430,15133,56,033
"Sublette County, Wyoming",10183,5508,4675,9469,0,22,106,3,9,574,0,574,9395,788,0.3440,33532,34012,34708,22135,-666666666,32791,11754,,,29455,56,035
"Sweetwater County, Wyoming",44595,23283,21312,40965,413,226,315,166,751,1759,95,1664,37605,6990,0.3818,30500,31276,33279,19007,13978,9780,26184,64035,37438,13634,56,037
"Teton County, Wyoming",21956,11478,10478,20737,68,141,378,0,377,255,23,232,18625,3331,0.4875,43628,43812,47546,28016,429785,37126,12167,-666666666,11422,23588,56,039
"Uinta County, Wyoming",20989,10687,10302,19660,27,40,12,0,331,919,0,919,19123,1866,0.4273,25778,26514,27038,16188,25178,28520,,-666666666,18282,12222,56,041
"Washakie County, Wyoming",8444,4216,4228,7700,65,41,49,0,362,227,73,154,7273,1171,0.4750,26922,27111,28712,17503,,35607,49416,-666666666,27175,21385,56,043
"Weston County, Wyoming",7135,3766,3369,6664,16,37,129,0,175,114,18,96,6874,261,0.4178,29091,30294,30370,9884,1363,18068,17473,-666666666,7931,11895,56,045
"Adjuntas Municipio, Puerto Rico",19188,9391,9797,18458,175,5,0,0,481,69,24,45,35,19153,0.6023,7042,7076,3789,7048,10698,,-666666666,-666666666,5026,2186,72,001
"Aguada Municipio, Puerto Rico",41176,20219,20957,24072,1097,27,75,0,1520,14385,148,14237,2777,38399,0.5126,9043,9463,9810,8891,7381,,18089,-666666666,8217,8468,72,003
"Aguadilla Municipio, Puerto Rico",59068,28808,30260,42400,2112,75,636,0,4053,9792,298,9494,2283,56785,0.5421,9938,10037,12256,9904,11927,5876,6384,-666666666,9719,9437,72,005
"Aguas Buenas Municipio, Puerto Rico",28083,13740,14343,22806,958,0,2,0,580,3737,67,3670,251,27832,0.5719,8357,8567,16935,8282,6779,-666666666,,-666666666,9096,7362,72,007
"Aibonito Municipio, Puerto Rico",25241,12226,13015,20881,1845,0,30,0,2288,197,25,172,57,25184,0.4739,8766,9026,29655,8731,7223,-666666666,,-666666666,7791,8142,72,009
"Arecibo Municipio, Puerto Rico",93969,45202,48767,80655,3762,205,903,0,5957,2487,761,1726,484,93485,0.5322,9638,9621,7034,9647,10790,7954,5184,-666666666,9398,10774,72,013
"Arroyo Municipio, Puerto Rico",19255,9044,10211,10051,4947,0,0,0,1863,2394,95,2299,50,19205,0.4951,7996,8804,11490,7987,7672,-666666666,-666666666,-666666666,7229,5865,72,015
"Barceloneta Municipio, Puerto Rico",24908,11958,12950,23993,416,0,30,0,255,214,28,186,182,24726,0.5134,7967,7984,4128,7958,8505,-666666666,,-666666666,8030,2705,72,017
"Barranquitas Municipio, Puerto Rico",30045,14810,15235,14115,993,26,0,0,691,14220,145,14075,63,29982,0.5440,7611,7791,,7611,9147,,-666666666,-666666666,7420,7332,72,019
"Cabo Rojo Municipio, Puerto Rico",50706,24223,26483,44762,1515,32,5,0,4024,368,50,318,188,50518,0.5231,9145,9094,21188,9100,7878,10478,,-666666666,10536,5167,72,023
"Caguas Municipio, Puerto Rico",140166,65763,74403,105693,10590,212,533,0,15278,7860,868,6992,1150,139016,0.5073,13149,13215,17118,13123,13459,5423,10602,-666666666,13836,10900,72,025
"Camuy Municipio, Puerto Rico",34438,16630,17808,30566,505,32,39,0,2853,443,231,212,216,34222,0.4942,9493,9690,,9544,9915,,,-666666666,6875,12418,72,027
"Carolina Municipio, Puerto Rico",171310,79150,92160,101669,36871,3395,1130,19,17387,10839,1252,9587,2191,169119,0.4778,14937,16210,36959,14706,13196,11418,9421,,12257,14883,72,031
"Cayey Municipio, Puerto Rico",47252,22811,24441,34930,1570,8,186,0,9462,1096,145,951,258,46994,0.5337,12281,12968,15933,12257,13677,,9620,-666666666,9907,9394,72,035
"Ceiba Municipio, Puerto Rico",13122,6191,6931,7836,757,0,153,0,4028,348,65,283,83,13039,0.4695,10640,11635,29381,10525,16094,-666666666,9561,-666666666,8183,5295,72,037
"Ciales Municipio, Puerto Rico",18242,8955,9287,17586,136,0,0,0,267,253,25,228,74,18168,0.5084,6684,6612,9119,6674,7813,-666666666,-666666666,-666666666,8724,8934,72,039
"Cidra Municipio, Puerto Rico",42878,20950,21928,31839,1448,70,241,0,8294,986,115,871,142,42736,0.4786,11572,11780,38997,11503,13808,1871,4946,-666666666,11015,8554,72,041
"Coamo Municipio, Puerto Rico",40496,19739,20757,27186,3132,0,0,0,9629,549,34,515,88,40408,0.5033,9311,9289,10878,9308,8513,-666666666,-666666666,-666666666,9866,5242,72,043
"Corozal Municipio, Puerto Rico",36463,17785,18678,17368,519,8,0,0,1594,16974,161,16813,72,36391,0.5079,7820,8471,,7834,6708,,-666666666,-666666666,5636,7389,72,047
"Culebra Municipio, Puerto Rico",1585,916,669,949,49,0,0,0,577,10,0,10,71,1514,0.4509,9041,8556,15247,8788,15486,-666666666,-666666666,-666666666,9304,8350,72,049
"Dorado Municipio, Puerto Rico",38305,18388,19917,28518,5385,0,32,0,813,3557,128,3429,916,37389,0.5394,14753,16272,21966,14593,9544,-666666666,,-666666666,15347,10297,72,051
"Fajardo Municipio, Puerto Rico",35539,16721,18818,21132,3350,28,161,0,9949,919,383,536,313,35226,0.4630,10590,10708,7322,10580,12436,22711,18859,-666666666,9984,5919,72,053
"Florida Municipio, Puerto Rico",12565,6037,6528,12299,30,0,28,0,178,30,0,30,19,12546,0.4311,7193,7176,,7196,,-666666666,,-666666666,7852,,72,054
"Guayama Municipio, Puerto Rico",44261,21980,22281,30224,5850,188,32,0,4319,3648,150,3498,181,44080,0.5026,9260,8903,9254,9280,12409,9088,,-666666666,7724,8964,72,057
"Guayanilla Municipio, Puerto Rico",20862,10076,10786,18588,576,151,0,0,1071,476,93,383,52,20810,0.5010,7565,7453,5095,7569,10014,4932,-666666666,-666666666,7383,10223,72,059
"Guaynabo Municipio, Puerto Rico",95428,45309,50119,72916,5400,414,138,0,10657,5903,505,5398,1437,93991,0.5457,21992,24647,36887,21829,14248,13889,19514,-666666666,12167,14644,72,061
"Gurabo Municipio, Puerto Rico",46460,22181,24279,28133,5000,55,133,0,6575,6564,459,6105,227,46233,0.5126,14523,14452,15758,14527,13271,15585,10833,-666666666,14568,15800,72,063
"Hatillo Municipio, Puerto Rico",41830,20220,21610,39843,360,0,131,0,759,737,143,594,335,41495,0.4831,9632,9614,8606,9592,12201,-666666666,22127,-666666666,10592,6139,72,065
"Hormigueros Municipio, Puerto Rico",17023,7918,9105,7317,558,0,66,0,4057,5025,176,4849,154,16869,0.4425,10700,11013,10151,10646,13168,-666666666,23294,-666666666,10305,10124,72,067
"Humacao Municipio, Puerto Rico",57181,27143,30038,33344,4794,184,421,0,16443,1995,133,1862,569,56612,0.5001,10826,11859,39670,10589,10755,7552,4627,-666666666,8934,10934,72,069
"Isabela Municipio, Puerto Rico",44965,21926,23039,29910,2351,329,20,0,10588,1767,343,1424,496,44469,0.5172,8472,8986,16201,8446,10638,4609,,-666666666,6657,8232,72,071
"Jayuya Municipio, Puerto Rico",16183,8084,8099,13761,380,83,14,0,563,1382,76,1306,30,16153,0.4829,7454,7388,8817,7452,6209,24948,,-666666666,6605,7823,72,073
"Juncos Municipio, Puerto Rico",40284,19270,21014,31008,1743,3,0,0,7218,312,0,312,165,40119,0.4871,9473,9609,2957,9493,10382,,-666666666,-666666666,8739,7929,72,077
"Lajas Municipio, Puerto Rico",25117,12278,12839,21973,639,30,0,0,1818,657,269,388,83,25034,0.5102,6893,6745,3980,6903,9490,11693,-666666666,-666666666,6601,9893,72,079
"Lares Municipio, Puerto Rico",29426,14530,14896,27954,214,0,29,0,817,412,8,404,94,29332,0.5488,7055,6863,10886,7048,15645,-666666666,,-666666666,9900,10446,72,081
"Las Piedras Municipio, Puerto Rico",38759,18766,19993,28722,2070,0,116,0,1820,6031,73,5958,92,38667,0.5072,9816,9477,16565,9787,12208,-666666666,,-666666666,14137,9472,72,085
"Luquillo Municipio, Puerto Rico",19731,9325,10406,10791,2035,51,163,0,6299,392,196,196,447,19284,0.5070,10495,11503,26601,10168,9825,4667,18528,-666666666,8937,8704,72,089
"Maricao Municipio, Puerto Rico",6384,3174,3210,5590,154,0,0,0,519,121,36,85,7,6377,0.4832,6373,6441,-666666666,6380,9269,-666666666,-666666666,-666666666,5824,1906,72,093
"Maunabo Municipio, Puerto Rico",11904,5883,6021,5990,3472,6,0,0,652,1784,160,1624,14,11890,0.4675,8436,7778,,8443,9146,,-666666666,-666666666,9079,9043,72,095
"Moca Municipio, Puerto Rico",39349,19321,20028,31456,1020,89,20,20,4641,2103,103,2000,312,39037,0.4998,7834,7841,13677,7819,7719,8863,,,7878,7663,72,099
"Morovis Municipio, Puerto Rico",32484,16186,16298,28015,402,0,33,0,524,3510,0,3510,84,32400,0.5068,7722,7663,,7729,6301,-666666666,,-666666666,7786,8366,72,101
"Naguabo Municipio, Puerto Rico",26881,12813,14068,17003,1025,0,219,0,8033,601,55,546,112,26769,0.5323,9776,8824,3396,9775,9384,-666666666,4002,-666666666,12298,5777,72,103
"Naranjito Municipio, Puerto Rico",30034,14842,15192,14421,1229,10,9,0,1573,12792,361,12431,99,29935,0.5349,9481,10800,1678,9508,8863,,,-666666666,9366,8080,72,105
"Orocovis Municipio, Puerto Rico",22927,11560,11367,18353,717,0,0,0,739,3118,75,3043,40,22887,0.4908,6968,7355,85,6980,4730,-666666666,-666666666,-666666666,5192,5630,72,107
"Patillas Municipio, Puerto Rico",18766,9258,9508,10991,3387,225,0,12,1836,2315,8,2307,35,18731,0.5004,7745,7725,,7744,8059,2445,-666666666,,7034,8501,72,109
"Ponce Municipio, Puerto Rico",159660,76895,82765,120374,8281,201,154,0,10803,19847,708,19139,909,158751,0.5766,10564,11091,19188,10528,9318,4349,17391,-666666666,9249,8615,72,113
"Quebradillas Municipio, Puerto Rico",25512,12431,13081,18588,900,55,0,0,5489,480,159,321,181,25331,0.5042,7602,7530,5319,7608,7053,9927,-666666666,-666666666,8067,5834,72,115
"Sabana Grande Municipio, Puerto Rico",24692,11751,12941,21251,817,91,0,0,1951,582,155,427,257,24435,0.5201,8013,8131,11120,7980,8014,11079,-666666666,-666666666,6536,8159,72,121
"Salinas Municipio, Puerto Rico",30506,14833,15673,17286,2238,35,93,0,8910,1944,185,1759,236,30270,0.5118,7992,7959,1496,8017,8286,,7766,-666666666,8283,6731,72,123
"San Juan Municipio, Puerto Rico",380149,174705,205444,251507,56775,1494,3407,12,27561,39393,3614,35779,7158,372991,0.5988,16931,19562,28921,16777,11010,12098,9923,,11793,13060,72,127
"San Lorenzo Municipio, Puerto Rico",40313,19778,20535,32548,1984,0,0,0,666,5115,156,4959,115,40198,0.5271,9912,9557,16495,9883,12148,-666666666,-666666666,-666666666,13105,10890,72,129
"Santa Isabel Municipio, Puerto Rico",23114,11186,11928,13327,1733,0,0,0,7697,357,38,319,18,23096,0.5278,8863,8951,-666666666,8806,8889,-666666666,-666666666,-666666666,8653,9987,72,133
"Toa Alta Municipio, Puerto Rico",74688,36127,38561,46653,6112,173,32,0,5449,16269,585,15684,307,74381,0.4822,13197,13569,20417,13167,13066,5337,,-666666666,13774,12051,72,135
"Toa Baja Municipio, Puerto Rico",86873,41076,45797,43145,8907,237,60,7,3582,30935,460,30475,634,86239,0.4665,11736,12570,14566,11675,11100,13404,11768,,11343,10792,72,137
"Trujillo Alto Municipio, Puerto Rico",73030,34645,38385,44869,5951,71,13,11,2915,19200,520,18680,309,72721,0.4905,15182,16360,32616,15110,15458,6663,36846,,12973,12703,72,139
"Utuado Municipio, Puerto Rico",32086,15699,16387,27936,915,26,223,0,2382,604,247,357,155,31931,0.5249,7642,7606,7720,7656,6416,,1752,-666666666,8442,10320,72,141
"Vega Alta Municipio, Puerto Rico",39670,18956,20714,31079,3716,45,68,0,1639,3123,164,2959,555,39115,0.5642,10072,10467,10357,10074,9391,9849,2894,-666666666,8069,8160,72,143
"Vega Baja Municipio, Puerto Rico",57915,27920,29995,53588,1785,145,62,32,1587,716,254,462,1699,56216,0.5459,9145,8811,5508,9236,10945,16324,6403,,15011,12192,72,145
"Vieques Municipio, Puerto Rico",9217,4720,4497,3883,1211,59,131,0,3617,316,0,316,220,8997,0.4115,8611,10455,20002,8395,5976,3332,422,-666666666,8294,4076,72,147
"Villalba Municipio, Puerto Rico",25196,12356,12840,15546,796,73,10,0,3239,5532,90,5442,114,25082,0.4805,8271,9018,1345,8306,9219,1189,,-666666666,6935,6910,72,149
"Yabucoa Municipio, Puerto Rico",36903,17984,18919,25775,4760,102,26,0,4082,2158,108,2050,164,36739,0.4785,7864,7853,22771,7726,7109,7475,,-666666666,8510,6991,72,151
"Yauco Municipio, Puerto Rico",40391,19514,20877,36327,1105,179,43,0,1366,1371,334,1037,265,40126,0.5292,7858,7835,20047,7788,9256,1602,19293,-666666666,8059,7582,72,153
