NAME,B01003_001E,B01001_002E,B01001_026E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B03003_002E,B03003_003E,B19083_001E,B19301_001E,B19301A_001E,B19301H_001E,B19301I_001E,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,state,county
"Hutchinson County, South Dakota",7264,3641,3623,7013,29,179,7,0,5,31,2,29,7133,131,0.4890,28594,29350,29303,24428,,4002,,-666666666,,11810,46,067
"Hyde County, South Dakota",1440,705,735,1230,0,133,0,0,6,71,0,71,1425,15,0.3947,28343,30153,30375,,-666666666,18047,-666666666,-666666666,,18682,46,069
"Jackson County, South Dakota",3268,1676,1592,1435,7,1660,15,0,46,105,0,105,3214,54,0.4519,17601,25435,25506,19665,,8916,,-666666666,,47597,46,071
"Jerauld County, South Dakota",2029,975,1054,2005,0,4,0,0,3,17,0,17,1978,51,0.5274,36494,36737,37470,8229,-666666666,,-666666666,-666666666,,,46,073
"Jones County, South Dakota",767,418,349,734,16,17,0,0,0,0,0,0,763,4,0.4117,25229,26042,25874,,,,-666666666,-666666666,-666666666,-666666666,46,075
"Kingsbury County, South Dakota",5070,2561,2509,4881,0,11,68,0,43,67,0,67,4957,113,0.4458,31524,31350,31644,11642,-666666666,,74087,-666666666,18228,7510,46,077
"Lake County, South Dakota",12331,6355,5976,11826,66,20,234,0,14,171,0,171,12044,287,0.4658,29526,30513,31096,6149,3806,3485,6877,-666666666,,7396,46,079
"Lawrence County, South Dakota",24859,12353,12506,23165,259,694,255,11,130,345,20,325,24083,776,0.4189,27002,27965,27886,26073,6038,14465,15405,,26748,12051,46,081
"Lincoln County, South Dakota",51396,25464,25932,48805,445,271,541,15,336,983,52,931,50486,910,0.4273,36896,37441,37579,21962,22909,14875,64632,,17312,14091,46,083
"Lyman County, South Dakota",3855,2028,1827,2187,2,1537,35,0,0,94,0,94,3779,76,0.4015,20695,28826,28892,4332,,9850,,-666666666,-666666666,14989,46,085
"McCook County, South Dakota",5616,2793,2823,5396,37,65,0,0,68,50,1,49,5450,166,0.4115,28424,28552,28816,9751,8203,62311,-666666666,-666666666,11276,8796,46,087
"McPherson County, South Dakota",2252,1164,1088,2056,5,159,17,0,0,15,3,12,2152,100,0.4554,25302,26730,26711,26306,,6845,37159,-666666666,-666666666,,46,089
"Marshall County, South Dakota",4743,2477,2266,4067,27,488,1,0,95,65,5,60,4535,208,0.4201,27441,29814,30087,22087,,11576,,-666666666,24867,13385,46,091
"Meade County, South Dakota",26840,13990,12850,24176,486,710,312,22,318,816,39,777,25746,1094,0.3971,25884,26926,27193,14846,25143,15856,10996,,18432,13419,46,093
"Mellette County, South Dakota",2083,1039,1044,820,0,1219,0,0,0,44,0,44,1972,111,0.4769,13934,24445,24445,4804,-666666666,6966,-666666666,-666666666,-666666666,11105,46,095
"Miner County, South Dakota",2299,1180,1119,2221,31,3,0,0,10,34,0,34,2248,51,0.4659,28242,28763,29102,16982,17245,,-666666666,-666666666,,,46,097
"Minnehaha County, South Dakota",182014,91348,90666,156867,8190,4725,3563,57,3778,4834,618,4216,173502,8512,0.4244,28337,30747,31051,15902,12983,10241,24452,,13059,8829,46,099
"Moody County, South Dakota",6445,3268,3177,5151,58,821,119,0,34,262,3,259,6240,205,0.4380,27324,29683,30102,10629,18793,20053,19187,-666666666,17697,10569,46,101
"Oglala Lakota County, South Dakota",14263,6890,7373,662,34,13270,0,0,15,282,0,282,13769,494,0.5178,9286,26710,24344,12236,,8114,-666666666,-666666666,,16109,46,102
"Pennington County, South Dakota",107298,53929,53369,89293,1385,9292,1187,40,602,5499,264,5235,102162,5136,0.4457,27964,31032,31361,16340,23357,9691,19491,23978,20524,12848,46,103
"Perkins County, South Dakota",3019,1547,1472,2892,2,83,0,0,3,39,4,35,2971,48,0.4874,28576,28730,28998,18535,,30075,-666666666,-666666666,,10836,46,105
"Potter County, South Dakota",2306,1103,1203,2251,0,34,5,0,0,16,0,16,2299,7,0.4626,30294,30749,30818,,-666666666,11262,,-666666666,-666666666,5019,46,107
"Roberts County, South Dakota",10294,5167,5127,6113,59,3775,8,0,1,338,5,333,10036,258,0.4511,24426,33546,32643,38800,10842,11356,,-666666666,,7058,46,109
"Sanborn County, South Dakota",2349,1239,1110,2308,0,21,5,0,3,12,0,12,2290,59,0.4512,31991,32092,32389,20478,-666666666,13205,,-666666666,,,46,111
"Spink County, South Dakota",6539,3270,3269,6318,35,108,0,20,0,58,0,58,6415,124,0.4408,29158,29633,29724,23534,,14370,-666666666,,-666666666,19459,46,115
"Stanley County, South Dakota",2964,1522,1442,2648,0,268,0,0,0,48,15,33,2891,73,0.4469,33470,35825,34487,60370,-666666666,12759,-666666666,-666666666,-666666666,19179,46,117
"Sully County, South Dakota",1456,802,654,1446,0,4,0,0,0,6,0,6,1453,3,0.5003,40042,40195,40155,,-666666666,,-666666666,-666666666,-666666666,,46,119
"Todd County, South Dakota",10019,4890,5129,907,32,7668,169,0,0,1243,24,1219,9612,407,0.4996,11821,28682,27619,7053,40844,9707,12528,-666666666,-666666666,11710,46,121
"Tripp County, South Dakota",5475,2763,2712,4486,0,793,7,0,0,189,0,189,5447,28,0.4638,26270,28936,28936,,-666666666,8855,,-666666666,-666666666,35951,46,123
"Turner County, South Dakota",8289,4169,4120,8076,45,54,2,0,22,90,0,90,8124,165,0.4100,27405,27732,28001,9216,10569,26181,,-666666666,,13852,46,125
"Union County, South Dakota",14842,7464,7378,13995,99,102,181,0,126,339,65,274,14411,431,0.4439,35565,36202,36307,16919,36918,6861,77346,-666666666,11349,4203,46,127
"Walworth County, South Dakota",5538,2717,2821,4460,23,580,177,34,62,202,0,202,5443,95,0.4595,29199,31505,31572,12481,,25003,10144,,11826,18591,46,129
"Yankton County, South Dakota",22649,11888,10761,20971,459,546,154,20,93,406,46,360,21858,791,0.4781,28067,29187,29728,10723,16043,9423,41253,,9530,8346,46,135
"Ziebach County, South Dakota",2818,1388,1430,663,1,2090,25,0,2,37,0,37,2795,23,0.4420,14047,27191,27116,9913,,10035,,-666666666,,13532,46,137
"Anderson County, Tennessee",75545,36834,38711,69363,2756,183,1025,36,407,1775,74,1701,73637,1908,0.4719,26072,26608,26813,18058,19029,50854,30813,,21605,12334,47,001
"Bedford County, Tennessee",46331,22685,23646,38835,3661,290,156,0,2084,1305,92,1213,41016,5315,0.4496,21949,23380,24195,11021,17514,7137,42498,-666666666,12955,6996,47,003
"Benton County, Tennessee",16173,7958,8215,15401,466,53,109,0,10,134,9,125,15818,355,0.4654,20504,20756,20766,19835,19810,14049,,-666666666,,13586,47,005
"Bledsoe County, Tennessee",14073,7910,6163,12904,462,121,12,0,40,534,1,533,13778,295,0.4739,18962,19933,20223,4500,13687,6247,,-666666666,,3992,47,007
"Blount County, Tennessee",126192,61268,64924,118761,3581,395,1018,21,318,2098,82,2016,122372,3820,0.4608,26772,27458,27811,14415,14774,19101,17833,,15183,16025,47,009
"Bradley County, Tennessee",102860,49964,52896,94452,4947,176,1009,7,613,1656,206,1450,97131,5729,0.4788,24099,24804,25681,10282,16294,45882,22589,,14020,9670,47,011
"Campbell County, Tennessee",40008,19467,20541,39145,230,106,84,0,24,419,12,407,39524,484,0.4967,19948,20027,20128,12721,23710,9251,10710,-666666666,46313,13598,47,013
"Cannon County, Tennessee",13855,6856,6999,13195,195,58,102,0,116,189,0,189,13593,262,0.4547,22571,22956,23051,10846,15294,7157,7911,-666666666,15138,20428,47,015
"Carroll County, Tennessee",28417,13815,14602,24663,2970,103,93,10,65,513,51,462,27746,671,0.4579,19851,20878,21019,12437,14537,11065,18775,,12885,4392,47,017
"Carter County, Tennessee",56707,27824,28883,54806,707,182,202,0,52,758,64,694,55773,934,0.4719,20118,20292,20385,12707,15272,32205,16711,-666666666,7581,10910,47,019
"Cheatham County, Tennessee",39575,19558,20017,37570,549,58,219,89,476,614,0,614,38530,1045,0.3928,24279,24653,24724,16721,19728,16733,27948,,11247,16977,47,021
"Chester County, Tennessee",17355,8373,8982,15027,1573,7,205,0,350,193,4,189,16951,404,0.4268,19987,20667,20724,7566,14642,,18460,-666666666,8174,34304,47,023
"Claiborne County, Tennessee",31701,15470,16231,30556,335,54,162,43,19,532,100,432,31348,353,0.4719,19215,19550,19514,19292,4408,5096,7950,,,16273,47,025
"Clay County, Tennessee",7769,3823,3946,7518,111,61,34,0,18,27,7,20,7600,169,0.4438,16470,16592,16696,11008,10225,17926,7215,-666666666,,,47,027
"Cocke County, Tennessee",35256,17222,18034,33550,587,191,0,8,71,849,35,814,34521,735,0.4754,18959,19327,19261,19356,14387,15209,-666666666,,6752,9518,47,029
"Coffee County, Tennessee",53808,26166,27642,48936,1163,249,560,9,954,1937,132,1805,51650,2158,0.4407,23404,23880,23909,14624,20492,13595,59994,,10127,10413,47,031
"Crockett County, Tennessee",14558,6912,7646,11694,1884,25,27,0,584,344,16,328,13111,1447,0.4460,20542,22328,23257,8633,16189,12448,20274,-666666666,8443,4810,47,033
"Cumberland County, Tennessee",57895,28237,29658,56145,316,263,190,0,151,830,161,669,56315,1580,0.4282,22606,22734,22875,15337,22427,22283,34458,-666666666,8901,13862,47,035
"Davidson County, Tennessee",667885,322044,345841,420689,184318,1957,22901,403,21955,15662,2071,13591,601424,66461,0.4847,30595,36518,38936,14111,20458,30574,29486,17528,12945,17501,47,037
"Decatur County, Tennessee",11703,5698,6005,11115,325,1,30,5,0,227,37,190,11339,364,0.4818,21977,22531,23008,8434,13672,,9387,,-666666666,7689,47,039
"DeKalb County, Tennessee",19159,9493,9666,18108,255,55,108,22,340,271,0,271,17789,1370,0.5403,25273,24292,24961,9628,23786,,45419,,3970,117352,47,041
"Dickson County, Tennessee",50926,24989,25937,47130,2049,213,262,0,257,1015,63,952,49325,1601,0.4447,23426,24015,24308,12968,19150,13634,29809,-666666666,13942,7507,47,043
"Dyer County, Tennessee",37970,18329,19641,31305,5130,131,230,50,253,871,145,726,36787,1183,0.4837,23936,25771,26055,13465,15816,11722,29955,40900,12704,8307,47,045
"Fayette County, Tennessee",39071,19264,19807,27171,10805,65,257,1,435,337,3,334,38122,949,0.4659,29018,34503,34807,16320,16530,17154,16074,,15228,17262,47,047
"Fentress County, Tennessee",17936,8806,9130,17561,23,50,74,0,57,171,0,171,17695,241,0.4570,17487,17555,17684,8176,,12590,42189,-666666666,,3371,47,049
"Franklin County, Tennessee",41348,20171,21177,37283,1447,195,298,22,616,1487,149,1338,40131,1217,0.4563,23797,24871,25025,14564,18210,24807,5423,,17818,8435,47,051
"Prince William County, Virginia",443630,220996,222634,268015,91551,1529,35253,574,22871,23837,2834,21003,346513,97117,0.3766,37063,41262,47453,21644,35965,25263,30449,25195,19314,21927,51,153
"Pulaski County, Virginia",34417,17147,17270,31666,1820,13,118,0,173,627,52,575,33892,525,0.4265,25738,26125,26241,14805,23459,,33033,-666666666,6159,17240,51,155
"Rappahannock County, Virginia",7416,3643,3773,6836,311,14,48,0,19,188,35,153,7159,257,0.4543,34886,36410,36847,18200,20105,,15810,-666666666,8800,10953,51,157
"Richmond County, Virginia",8868,4960,3908,5906,2312,25,200,0,72,353,39,314,8307,561,0.4473,19191,21960,22998,8503,14602,,25584,-666666666,1531,1331,51,159
"Roanoke County, Virginia",93655,44946,48709,83351,5398,100,2580,0,379,1847,261,1586,91138,2517,0.4269,32220,33179,33274,26414,26271,29565,28546,-666666666,21972,13688,51,161
"Rockbridge County, Virginia",22450,11150,11300,20977,580,22,138,28,165,540,76,464,22099,351,0.4589,29603,30277,30290,10103,25219,106791,28307,,9402,12773,51,163
"Rockingham County, Virginia",78427,38501,39926,73682,1637,215,551,35,1218,1089,51,1038,73563,4864,0.4266,27160,27958,28708,11423,20439,14111,23617,36369,10548,5891,51,165
"Russell County, Virginia",27973,13693,14280,27209,277,14,33,0,148,292,87,205,27655,318,0.4389,21171,21382,21427,19358,13325,16843,,-666666666,29144,5267,51,167
"Scott County, Virginia",22378,11259,11119,21947,151,36,62,0,22,160,0,160,22094,284,0.4543,20935,21189,21289,12383,3344,,14555,-666666666,,9333,51,169
"Shenandoah County, Virginia",42857,20972,21885,40058,913,16,239,0,630,1001,61,940,39986,2871,0.4197,26444,26326,26718,19531,50041,69256,23075,-666666666,21897,12633,51,171
"Smyth County, Virginia",31513,15623,15890,30207,679,20,94,22,41,450,69,381,30899,614,0.4625,22161,22573,22736,13335,11459,,23253,,23812,9783,51,173
"Southampton County, Virginia",18291,9555,8736,11194,6482,43,24,0,106,442,15,427,18040,251,0.4275,24018,29209,29550,13446,16121,37402,,-666666666,23047,8321,51,175
"Spotsylvania County, Virginia",129181,63429,65752,95246,20763,560,3273,159,5245,3935,533,3402,118045,11136,0.3836,32367,34822,35349,21213,28244,35254,24327,12087,17626,21450,51,177
"Stafford County, Virginia",139548,70245,69303,96726,23914,439,4552,115,7443,6359,936,5423,123934,15614,0.3775,37782,40647,41280,25390,38259,36430,32542,46550,20393,16457,51,179
"Surry County, Virginia",6731,3317,3414,3508,3104,13,29,0,15,62,0,62,6707,24,0.3665,25838,28979,28925,39100,22458,,9983,-666666666,20347,29092,51,181
"Sussex County, Virginia",11733,7715,4018,4514,6660,38,51,5,171,294,6,288,11417,316,0.4433,16653,22235,22322,8805,13626,1534,8824,,11328,4845,51,183
"Tazewell County, Virginia",43367,21489,21878,41090,1318,62,153,17,58,669,8,661,42982,385,0.4939,23548,24111,24134,17034,10210,13463,20305,,5278,17698,51,185
"Warren County, Virginia",38807,19357,19450,35282,1520,63,422,4,208,1308,87,1221,37261,1546,0.4018,29179,29993,30351,19515,28707,12738,19958,,25650,12191,51,187
"Washington County, Virginia",54562,27008,27554,52516,699,46,307,12,305,677,115,562,53790,772,0.4470,25287,25370,25386,16240,14718,26700,48239,,13338,23451,51,191
"Westmoreland County, Virginia",17528,8640,8888,12016,4728,78,64,0,183,459,7,452,16458,1070,0.4357,29824,32525,33744,19224,24854,41368,18498,-666666666,34141,8181,51,193
"Wise County, Virginia",40074,20706,19368,37110,2115,35,179,20,117,498,35,463,39581,493,0.4815,20896,21910,22032,7123,5030,13420,36863,,15428,9644,51,195
"Wythe County, Virginia",29171,14234,14937,27709,987,36,214,0,61,164,0,164,28850,321,0.4653,24431,24768,24835,21186,15376,8656,28803,-666666666,,17257,51,197
"York County, Virginia",66919,32825,34094,51476,8771,159,3522,176,373,2442,136,2306,63116,3803,0.3881,36722,38520,39647,20789,30020,40601,39974,30718,38732,18090,51,199
"Alexandria city, Virginia",151473,73054,78419,95026,32678,240,9804,46,6238,7441,1676,5765,126114,25359,0.4461,55534,68375,76477,27368,30454,47807,53045,,22293,33216,51,510
"Bristol city, Virginia",17340,8084,9256,15480,1160,36,12,0,346,306,0,306,16997,343,0.4690,21865,23430,23704,4020,9772,,,-666666666,6875,7137,51,520
"Buena Vista city, Virginia",6610,2916,3694,5934,110,0,485,0,0,81,0,81,6527,83,0.4431,16405,17570,17613,14553,11061,-666666666,5968,-666666666,-666666666,835,51,530
"Charlottesville city, Virginia",45538,22057,23481,32001,8501,163,3164,66,176,1467,87,1380,43243,2295,0.5127,30729,35950,36912,19738,18963,45291,16564,,16486,16528,51,540
"Chesapeake city, Virginia",233194,113888,119306,145131,69273,455,7515,271,3116,7433,445,6988,220900,12294,0.4048,30764,34637,34979,25169,24964,23110,31322,14624,18031,15010,51,550
"Colonial Heights city, Virginia",17554,8068,9486,13707,2329,106,632,0,413,367,7,360,16623,931,0.4178,27209,29937,30285,20072,16244,26653,16548,-666666666,19738,21802,51,570
"Covington city, Virginia",5650,2903,2747,4610,835,0,36,17,0,152,24,128,5579,71,0.4533,21512,21702,21732,48703,19340,-666666666,,,-666666666,32761,51,580
"Danville city, Virginia",42360,19379,22981,19358,20807,64,453,9,675,994,186,808,40841,1519,0.4929,21742,28412,28614,15997,16577,32820,17749,,15020,5616,51,590
"Emporia city, Virginia",5565,2564,3001,1787,3559,0,13,0,154,52,0,52,5384,181,0.5373,18608,27453,27599,19418,14422,-666666666,,-666666666,19669,,51,595
"Fairfax city, Virginia",23620,11626,11994,16385,1136,99,3641,11,1084,1264,380,884,19682,3938,0.4017,45222,52678,56705,26163,27460,13349,34186,,23554,17725,51,600
"Falls Church city, Virginia",13597,6577,7020,10472,742,0,1243,0,520,620,67,553,12248,1349,0.4689,66104,74491,77877,31057,44268,-666666666,44223,-666666666,45799,11484,51,610
"Franklin city, Virginia",8413,3699,4714,3226,4930,0,33,0,41,183,0,183,8323,90,0.4623,23182,33989,33940,41578,16792,-666666666,,-666666666,46890,3679,51,620
"Fredericksburg city, Virginia",27853,13066,14787,17816,6446,54,629,26,1277,1605,305,1300,24838,3015,0.4751,30480,34604,35565,14537,27351,58889,23199,,11044,14935,51,630
"Galax city, Virginia",6858,3290,3568,6097,470,3,8,0,99,181,58,123,5661,1197,0.5341,20796,20984,22932,10745,26603,,,-666666666,10379,5188,51,640
"Hampton city, Virginia",136789,65983,70806,57799,68872,531,3377,112,1927,4171,164,4007,129553,7236,0.4291,25943,30565,31170,18756,22710,17003,27295,64979,20316,16889,51,650
"Harrisonburg city, Virginia",51979,24857,27122,43920,3542,59,2039,34,697,1688,196,1492,42527,9452,0.4700,18892,19528,21175,13332,15051,,16067,,26158,11343,51,660
"Hopewell city, Virginia",22332,10383,11949,11701,8706,48,274,0,847,756,83,673,20728,1604,0.4464,21827,25571,25438,23524,17538,,19472,-666666666,23384,11195,51,670
"Lexington city, Virginia",7036,3979,3057,5942,642,0,278,0,10,164,39,125,6742,294,0.5190,15745,15936,16345,7052,21567,-666666666,6116,-666666666,,3276,51,678
"Lynchburg city, Virginia",78755,36987,41768,51300,22362,201,2096,29,683,2084,279,1805,76125,2630,0.4897,22016,25587,25990,15684,14455,18841,28135,,21800,9253,51,680
"Manassas city, Virginia",41149,20455,20694,28650,5660,333,2195,103,2528,1680,376,1304,27119,14030,0.3901,29365,31202,40679,15759,29679,19489,28470,45490,16020,19207,51,683
"Manassas Park city, Virginia",15827,8387,7440,10533,2055,21,1574,13,937,694,99,595,10046,5781,0.3662,28851,28085,37024,16762,42952,,26336,,18899,18225,51,685
"Martinsville city, Virginia",13551,6225,7326,6657,6295,35,34,0,305,225,24,201,12913,638,0.5147,22221,29388,30436,11505,15864,,,-666666666,10943,5700,51,690
"Newport News city, Virginia",181606,88071,93535,90072,73309,538,5462,350,3224,8651,852,7799,166377,15229,0.4324,25520,31312,32748,17696,20198,22284,22938,17985,18141,15193,51,700
"Norfolk city, Virginia",245724,128011,117713,117165,103652,1117,8381,214,6068,9127,905,8222,227480,18244,0.4854,25450,33598,34689,19756,17391,28846,26443,25134,17267,16488,51,710
"Norton city, Virginia",3978,1763,2215,3469,237,3,132,0,68,69,0,69,3875,103,0.4851,19522,19935,19924,19868,16270,,24658,-666666666,19268,,51,720
"Petersburg city, Virginia",31997,14709,17288,5420,24578,98,365,9,755,772,182,590,30558,1439,0.4801,20464,27932,29960,14952,18912,9867,34944,,15752,16805,51,730
"Poquoson city, Virginia",12068,5912,6156,11396,129,6,194,0,27,316,11,305,11784,284,0.4069,39020,39384,39894,20789,62247,,33314,-666666666,70170,17626,51,735
"Portsmouth city, Virginia",96071,46306,49765,39135,50626,408,1183,122,1345,3252,313,2939,92343,3728,0.4245,23878,30298,30639,19741,19824,15300,23959,16131,19119,13018,51,740
"Radford city, Virginia",17186,8544,8642,14509,1710,7,302,0,130,528,86,442,16678,508,0.5616,18108,17641,17802,50788,12208,,21709,-666666666,18233,48205,51,750
"Richmond city, Virginia",216773,102936,113837,95796,105384,1004,4606,60,2342,7581,499,7082,203044,13729,0.5428,29011,43337,46292,15969,17459,22628,25320,19107,15257,15981,51,760
"Roanoke city, Virginia",99329,47524,51805,63336,28073,272,2691,174,1259,3524,353,3171,93401,5928,0.4640,23611,27761,28611,13618,16640,14390,17059,42932,17310,11577,51,770
"Salem city, Virginia",25290,11904,13386,22248,1951,20,509,0,111,451,41,410,24443,847,0.4458,28892,30128,30561,15320,18351,,32990,-666666666,40458,7356,51,775
"Staunton city, Virginia",24234,10937,13297,20197,2723,71,256,0,85,902,96,806,23579,655,0.4610,26678,28446,28634,16597,18963,35141,12304,-666666666,8654,15502,51,790
"Suffolk city, Virginia",87061,42144,44917,45514,36522,148,1394,33,554,2896,293,2603,83796,3265,0.4268,30331,36719,37191,23653,23837,42082,26186,54321,19135,15103,51,800
"Virginia Beach city, Virginia",449733,221023,228710,304213,85906,1187,29069,409,6865,22084,1955,20129,415345,34388,0.4148,33250,37354,38384,21695,24923,31111,30773,47898,20282,16248,51,810
"Waynesboro city, Virginia",21366,10205,11161,17478,2702,27,230,46,314,569,0,569,19819,1547,0.3912,22967,24634,25412,12669,17876,,12128,,19735,3986,51,820
"Williamsburg city, Virginia",14988,6532,8456,11207,2223,31,904,0,36,587,143,444,13877,1111,0.5281,25548,29336,31136,9520,19140,7826,7582,-666666666,10114,7033,51,830
"Winchester city, Virginia",27349,13355,13994,22131,2642,102,569,0,666,1239,45,1194,22840,4509,0.4623,26984,29244,32503,11942,17455,47831,46808,-666666666,8240,6202,51,840
"Van Buren County, Tennessee",5641,2835,2806,5452,22,0,4,0,0,163,39,124,5590,51,0.4189,21348,21682,21688,21084,,-666666666,,-666666666,-666666666,11409,47,175
"Warren County, Tennessee",40099,19775,20324,36852,461,54,236,8,953,1535,117,1418,36697,3402,0.4696,20749,21518,22235,9930,15864,12802,25742,,9795,10178,47,177
"Washington County, Tennessee",126044,61224,64820,115871,5017,450,1838,13,564,2291,131,2160,122032,4012,0.4873,26662,27180,27431,20941,15435,13310,35802,,38867,17219,47,179
"Wayne County, Tennessee",16842,9338,7504,15448,1128,69,47,0,89,61,0,61,16530,312,0.4458,17735,18926,19040,10304,2680,24246,4396,-666666666,8166,11602,47,181
"Weakley County, Tennessee",34024,16549,17475,30238,3047,49,37,11,86,556,79,477,33283,741,0.4376,19847,20717,20754,16383,13293,18292,8768,,12538,10702,47,183
"White County, Tennessee",26373,12880,13493,25363,485,0,5,0,14,506,0,506,25778,595,0.4475,18785,18966,19120,12564,17418,-666666666,,-666666666,,11373,47,185
"Williamson County, Tennessee",205645,100438,105207,184114,8788,285,7752,104,1359,3243,395,2848,196132,9513,0.4505,46494,47532,48707,20801,39617,58026,42650,,15888,28371,47,187
"Wilson County, Tennessee",125616,61321,64295,111183,8409,542,1838,187,1626,1831,103,1728,120996,4620,0.4141,29762,31036,31297,20251,19784,27301,21306,11775,15498,21991,47,189
"Anderson County, Texas",57772,35381,22391,42632,12287,307,336,8,1420,782,180,602,47973,9799,0.4514,18087,21390,24397,9067,7579,16562,15882,,14572,11121,48,001
"Andrews County, Texas",17215,8734,8481,15926,351,15,36,0,535,352,32,320,7855,9360,0.4429,29240,28051,35843,21744,15760,,,-666666666,21950,34434,48,003
"Angelina County, Texas",87657,42765,44892,67999,12883,635,885,9,3557,1689,207,1482,69152,18505,0.4624,21486,23018,25902,11473,16852,9168,38864,,11887,10949,48,005
"Aransas County, Texas",24729,12246,12483,21823,413,166,249,0,717,1361,369,992,18233,6496,0.5168,29426,30510,35584,13965,17093,14181,66918,-666666666,22472,14464,48,007
"Archer County, Texas",8750,4344,4406,8260,104,111,43,0,113,119,6,113,8028,722,0.4194,29086,30093,31294,12468,6291,10296,,-666666666,17946,16491,48,009
"Armstrong County, Texas",1913,973,940,1771,26,23,0,0,20,73,28,45,1670,243,0.3773,28542,29290,30890,14926,52285,26374,-666666666,-666666666,33210,,48,011
"Atascosa County, Texas",47710,23760,23950,44209,351,140,161,0,1418,1431,236,1195,17616,30094,0.4396,23416,23733,35341,16662,23738,67474,38295,-666666666,17642,13304,48,013
"Austin County, Texas",29107,14358,14749,24123,2519,8,15,0,1570,872,206,666,21684,7423,0.4469,28351,31065,34389,17654,17048,,,-666666666,11334,16853,48,015
"Bailey County, Texas",7131,3787,3344,6021,163,6,35,7,884,15,15,0,2730,4401,0.4029,17710,18568,28918,11795,4797,,8591,,14852,,48,017
"Bandera County, Texas",21015,10420,10595,19449,142,252,40,0,150,982,28,954,17297,3718,0.4292,28547,29368,29664,25795,14396,16137,65588,-666666666,29497,15864,48,019
"Bastrop County, Texas",78286,39861,38425,60846,6264,505,733,0,8385,1553,674,879,50758,27528,0.4336,25242,27525,32049,15588,22289,18047,26638,-666666666,12571,17809,48,021
"Baylor County, Texas",3639,1759,1880,3379,67,20,0,0,52,121,6,115,3335,304,0.5584,30495,31589,32397,17860,38975,,-666666666,-666666666,11410,6487,48,023
"Bee County, Texas",32706,19761,12945,28220,2694,242,164,3,1013,370,232,138,13766,18940,0.4744,17504,18188,25714,13902,5487,20356,70899,,19420,22220,48,025
"Bell County, Texas",330859,165045,165814,213137,74113,2357,9153,2441,12931,16727,1527,15200,252980,77879,0.4336,24213,26635,30217,15972,21770,18083,21558,17431,17566,12626,48,027
"Bexar County, Texas",1858699,915173,943526,1457657,141020,12929,50650,1295,140017,55131,14491,40640,753459,1105240,0.4638,25317,26445,39570,18486,23540,18489,29214,29769,17918,16740,48,029
"Blanco County, Texas",10918,5501,5417,10067,77,148,77,0,232,317,6,311,8857,2061,0.4623,30982,31847,34662,16810,30695,9504,,-666666666,21849,27030,48,031
"Borden County, Texas",698,374,324,685,0,11,0,0,0,2,0,2,665,33,0.5375,42236,42815,43543,27121,-666666666,,-666666666,-666666666,-666666666,,48,033
"Bosque County, Texas",17953,8845,9108,16929,252,65,77,0,282,348,27,321,14904,3049,0.4525,24815,25383,27823,12284,22377,34132,7304,-666666666,11625,11770,48,035
"Bowie County, Texas",93483,47076,46407,64734,22777,759,960,40,1812,2401,121,2280,86727,6756,0.5023,23705,27782,28768,10711,15458,16152,17473,,7968,9165,48,037
"Brazoria County, Texas",338419,171456,166963,251028,44000,1422,20810,11,14388,6760,918,5842,239492,98927,0.4267,31180,31807,36494,21407,30812,22235,37759,,17208,21718,48,039
"Brazos County, Texas",209896,106391,103505,155512,22208,874,12608,71,12507,6116,654,5462,158232,51664,0.5214,24157,26820,30236,14625,17277,21784,19365,19607,13232,14045,48,041
"Brewster County, Texas",9188,4363,4825,8622,25,126,149,0,131,135,37,98,5148,4040,0.4794,26156,26729,34194,17692,20828,20347,7406,-666666666,29224,13667,48,043
"Briscoe County, Texas",1672,849,823,1511,42,0,0,7,31,81,5,76,1150,522,0.4324,22906,23743,29464,11698,10967,-666666666,-666666666,,22794,15147,48,045
"Brooks County, Texas",7217,3706,3511,6276,7,70,0,0,728,136,51,85,398,6819,0.5233,14885,15114,21193,14529,,,-666666666,-666666666,14291,12485,48,047
"Brown County, Texas",37935,18756,19179,34794,1657,101,201,0,587,595,130,465,29968,7967,0.4580,22090,22432,24475,14318,20089,18925,21618,-666666666,15680,14682,48,049
"Burleson County, Texas",17417,8687,8730,13632,2147,32,69,0,1185,352,130,222,13954,3463,0.4375,25833,28468,30602,17108,17316,20334,12154,-666666666,18861,2380,48,051
"Burnet County, Texas",44584,22025,22559,41800,804,330,317,0,771,562,143,419,34995,9589,0.4506,27434,27777,30643,16917,19077,31065,43611,-666666666,21264,11103,48,053
"Caldwell County, Texas",39848,20019,19829,30425,2844,184,60,19,5335,981,327,654,19995,19853,0.4167,21485,23209,29670,15906,12191,15730,,65184,17671,16480,48,055
"Calhoun County, Texas",21805,11039,10766,18841,606,9,1030,40,308,971,34,937,11373,10432,0.4160,25181,25472,31620,18996,13286,15133,37181,,20604,16474,48,057
"Callahan County, Texas",13596,6528,7068,12856,188,7,76,11,115,343,30,313,12383,1213,0.4911,22557,23333,23552,19622,6418,,11971,,20759,6262,48,059
"Cameron County, Texas",418785,202517,216268,389429,2361,902,2717,65,19550,3761,2197,1564,46100,372685,0.4952,15457,15358,33491,13196,19973,54141,38050,19248,12673,11703,48,061
